"zip","city","latitude","longitude","QoQ","YoY","MoM","price"
98579,"Rochester",46.814438,-123.08647,0.00977777777777778,0.0336669699727025,0.00220555800617556,141
98580,"Roy",46.954282,-122.48754,0.0199733688415446,0.0661099512874043,0.00360301342941369,154
98584,"Shelton",47.224044,-123.10538,0.00908574673480977,0.0102330869812393,0.00338791643139469,122
98588,"Tahuya",47.433993,-123.02078,0.0433829973707274,0.150797486708555,0.0162185232607768,210
98589,"Tenino",46.857968,-122.8326,0.00343347639484979,0.0205150589262331,0.00472711645896003,140
98591,"Toledo",46.433226,-122.80083,0.0235124760076775,0.0491883915395967,0.00660689004247287,130
98592,"Union",47.33179,-123.07403,0.0181347150259067,0.0256633318834276,0.00769230769230769,135
98595,"Westport",46.887187,-124.10735,0.00714853057982526,0.0111642743221691,0.00316455696202532,106
98596,"Winlock",46.493247,-122.92262,0.0183171150543789,0.0874083129584352,0.00451722190852626,112
98597,"Yelm",46.893352,-122.56719,0.010126582278481,0.0691318327974277,0.00251256281407035,122
98601,"Amboy",45.935656,-122.43726,0.0169888693614528,0.172972972972973,0.00550246162757023,183
98604,"Battle Ground",45.791345,-122.51789,0.0174870466321244,0.113394755492558,0.00608389369196286,175
98606,"Brush Prairie",45.73451,-122.48034,0.0294736842105263,0.104391468005019,0.00940366972477064,198
98607,"Camas",45.60916,-122.40547,0.0182058047493404,0.0852080989876265,0.00599582898852972,184
98611,"Castle Rock",46.308371,-122.8987,0.0271655561250641,0.0492146596858639,0.0085556114745848,128
98625,"Kalama",46.015873,-122.79718,0.0229007633587786,0.0751689189189189,0.00592651126037139,144
98626,"Kelso",46.150433,-122.88566,0.028169014084507,0.0749665327978581,0.00752823086574655,115
98629,"La Center",45.8768,-122.62193,0.0276896452264205,0.104806201550388,0.0107801418439716,177
98632,"Longview",46.156082,-122.98043,0.0310786106032907,0.0463821892393321,0.00834326579261025,117
98642,"Ridgefield",45.795825,-122.69804,0.0211132437619962,0.0975537872089596,0.00784844384303112,180
98645,"Silverlake",46.318482,-122.7757,0.00917431192660551,0.0396975425330813,0.00045475216007276,128
